kx,ky,dh/dx,dh/dy
0.9052658081054688,0.0,3.3533396422863007,0.0
0.9052658080612901,0.002845408482100139,3.3532792925834656,0.012134447693824768
0.905250548609575,0.005690777260257065,3.353622257709503,0.02426905930042267
0.9052200281601874,0.008536018649690558,3.354368507862091,0.03640442341566086
0.9051895028525152,0.011381236777760734,3.3549939319491386,0.04853937774896622
0.905143710189455,0.014226247942436179,3.3560224026441574,0.06067539006471634
0.9050826454060784,0.01707096428368044,3.3574537187814713,0.07281309366226196
0.9050215614698665,0.019915633619106476,3.3587639555335045,0.08494997769594193
0.9049451927188525,0.022759928056555752,3.360476590692997,0.09708887338638306
0.9048535312297357,0.025603759385976095,3.362591288983822,0.1092304065823555
0.9047618268142525,0.02844751900034678,3.3645844534039497,0.12137074768543243
0.9046548106712302,0.031290734600618174,3.36697905510664,0.13351409137248993
0.9045324717463057,0.034133317452954365,3.369774527847767,0.14566107094287872
0.9044100567184025,0.03697580243735543,3.372447855770588,0.15780653059482574
0.904272293686764,0.039817572606967,3.3755212798714638,0.1699560359120369
0.9041191685040739,0.04265853853188348,3.3789940252900124,0.1821102574467659
0.9039659247446096,0.04549937851764384,3.3823438361287117,0.19426266849040985
0.9037972874629454,0.04833933070514562,3.3860920146107674,0.20642025768756866
0.9036132394675944,0.05117830479809393,3.390237644314766,0.21858372539281845
0.9034290212600348,0.054017122493215,3.3942593410611153,0.23074517399072647
0.9032293549216587,0.05685487673184689,3.3986772894859314,0.24291302263736725
0.9030142202761083,0.059691476183428675,3.403490476310253,0.2550880014896393
0.9027988547860059,0.0625278859288614,3.4081785157322884,0.2672608569264412
0.9025832362302624,0.06536415841136534,3.412741519510746,0.27943091839551926
0.902336824316011,0.06819803929929033,3.418216437101364,0.29161953181028366
0.9020901121162244,0.07103169389139768,3.4235648438334465,0.30380599200725555
0.9018430745026886,0.07386517351950547,3.4287867918610573,0.315989650785923
0.901565168592211,0.07669593310616993,3.4349163249135017,0.32819484174251556
0.9013021427040637,0.07952777240696557,3.440401367843151,0.34038497507572174
0.9010081938762817,0.08235670247984878,3.446791112422943,0.3525983989238739
0.900713810018966,0.08518536899554444,3.453051947057247,0.3648095279932022
0.9004189613202351,0.08801382116254838,3.4591839760541916,0.3770177513360977
0.9000931010171076,0.09083902804007778,3.4662155210971832,0.38925257325172424
0.8997819718009198,0.0936655122368484,3.472602814435959,0.40146980434656143
0.8994397674306878,0.09648855654607237,3.479886271059513,0.41371559351682663
0.8991122282424373,0.09931297321719229,3.486525781452656,0.42594265192747116
0.898753546937159,0.10213375304777597,3.4940579012036324,0.43820031732320786
0.8983942040157122,0.10495421580287026,3.5014572367072105,0.45045583695173264
0.8980341635095492,0.1077744071578195,3.5087239369750023,0.4627086818218231
0.8976581315090089,0.11059249259951082,3.5163675621151924,0.47497712075710297
0.8972660708815172,0.11340837075806988,3.5243860632181168,0.4872623011469841
0.8968732004462491,0.116223916616844,3.53226962685585,0.4995454326272011
0.8964794809463883,0.11903917358159635,3.5400183871388435,0.5118260085582733
0.8960696160357446,0.12185210989110812,3.5481388196349144,0.5241246148943901
0.8956435655581665,0.12466262137833722,3.5566287264227867,0.5364425107836723
0.8952165444375834,0.12747277540396054,3.564981259405613,0.5487586855888367
0.8947732548183548,0.13028039169429628,3.5737003460526466,0.5610955357551575
0.8943289096625002,0.13308763395229084,3.5822807773947716,0.5734309330582619
0.8938834651420061,0.13589454183576039,3.590722717344761,0.5857644304633141
0.8934216221193332,0.13869878621569354,3.5995275154709816,0.5981202647089958
0.8929433363423163,0.1415002583280883,3.6086926609277725,0.6104998365044594
0.8924638167983228,0.14430131490731798,3.6177163422107697,0.622878685593605
0.8919830168716332,0.14710199290147824,3.626598708331585,0.6352563872933388
0.8914856362295454,0.14989976388853898,3.6358374133706093,0.6476597413420677
0.8909868807807493,0.15269712977636035,3.644933298230171,0.6600624397397041
0.8904714498185409,0.15549146217024873,3.654381975531578,0.6724926084280014
0.8899545471807069,0.1582853598896723,3.6636862978339195,0.6849226877093315
0.889436123040038,0.1610788563514885,3.6728463768959045,0.697352297604084
0.888900876391168,0.1638691728552487,3.6823548823595047,0.7098116055130959
0.8883640078500252,0.1666590539365761,3.6917174383997917,0.7222711145877838
0.8878102164505235,0.169445620361947,3.7014246433973312,0.7347623407840729
0.8872547006285896,0.1722317139589652,3.7109841853380203,0.7472545132040977
0.8866821596391714,0.17501435473006396,3.720884434878826,0.759780541062355
0.8861077896853119,0.1777964819579791,3.730635166168213,0.7723083198070526
0.8855315370574038,0.18057812374787652,3.7402364909648895,0.784837581217289
0.884953347507105,0.18335930748389428,3.749688595533371,0.797368049621582
0.8843579212062177,0.18613685109373707,3.759475402534008,0.8099355325102806
0.883745205383123,0.1889106308217049,3.7695936784148216,0.8225419670343399
0.8831456336634322,0.1916871390004735,3.7790770828723907,0.8351142480969429
0.882528662407335,0.19445983261290378,3.7888898625969887,0.8477265015244484
0.8819094793094695,0.19723199366279803,3.7985495254397392,0.8603417053818703
0.8812727869199946,0.20000018603223174,3.8085340932011604,0.87299944460392
0.8806337703655938,0.202767790000746,3.818363383412361,0.8856612741947174
0.8799923719231455,0.20553482651102975,3.8280374109745026,0.8983270153403282
0.8793332962187739,0.20829770632282651,3.838030658662319,0.9110385850071907
0.8786717242844372,0.21105995758751206,3.8478663861751556,0.9237552955746651
0.8780075973297448,0.21382159877048407,3.8575446531176567,0.9364770129323006
0.8773408561924322,0.21658264756105425,3.8670655339956284,0.9492036029696465
0.8766562090638782,0.21933930975271657,3.8768984526395798,0.9619802013039589
0.8759688310788845,0.22209531145011363,3.8865715488791466,0.9747630283236504
0.8752786621872203,0.22485066782090865,3.8960848599672318,0.9875519946217537
0.8745704139607725,0.22760143023822454,3.905903957784176,1.0003947094082832
0.8738592568159116,0.23035147380068793,3.915560692548752,1.0132450386881828
0.8731451299533249,0.23310081112625441,3.925055153667927,1.0261029154062271
0.8724279723002488,0.2358494540381871,3.93438720703125,1.038968287408352
0.8716925008403655,0.238593247196686,3.9440172612667084,1.0518921464681625
0.8709690990933827,0.24134048257267987,3.9530233070254326,1.0647731870412827
0.870227263729769,0.24408278574788084,3.96232458204031,1.07771435379982
0.8694669382737282,0.24682001200618559,3.971917048096657,1.0907182022929192
0.8687184951740641,0.2495607568703614,3.980886749923229,1.1036783158779144
0.8679514416155218,0.25229633682244146,3.990144781768322,1.1167028546333313
0.8671809316511043,0.2550310772411313,3.9992348328232765,1.1297381818294525
0.8664069028724212,0.25776498317237695,4.0081567466259,1.142784334719181
0.865629292721345,0.26049805885758603,4.016910508275032,1.155841313302517
0.8648328346553933,0.2632256801999998,4.025944001972675,1.1689681336283684
0.8640478758568769,0.2659570533442914,4.034359723329544,1.1820477992296219
0.8632439481469762,0.2686828733693831,4.043052174150944,1.1951992064714432
0.8624361925538585,0.2714077686421232,4.051573187112808,1.2083634585142136
0.8616093519857178,0.27412690505645454,4.060364976525307,1.221603237092495
0.8607937544466244,0.2768498982996126,4.068541318178177,1.2347942814230919
0.8599589512713874,0.279567026586383,4.07698529958725,1.2480628862977028
0.859120073803433,0.28228312148271284,4.085254438221455,1.261346511542797
0.8582922425215807,0.2850032213803858,4.092911846935749,1.274578832089901
0.8574298444709822,0.2877121968258477,4.101267285645008,1.287959210574627
0.856578366817927,0.29042516813786645,4.10901066660881,1.301288478076458
0.8557225633189347,0.2931370877930506,4.116578459739685,1.3146331906318665
0.8548471998475848,0.2958426988173328,4.124401196837425,1.3280637115240097
0.8539825593091033,0.29855244237411704,4.131615698337555,1.3414405807852745
0.8530982397965131,0.30125575703411483,4.13908177614212,1.3549054861068726
0.8522093500843093,0.30395788409640745,4.1463684886693954,1.3683882653713226
0.8513158277616478,0.30665881365629166,4.153475537896156,1.381889060139656
0.8504176105002259,0.30935853502614463,4.160402722656727,1.3954080119729042
0.8494994855054596,0.31205147139670153,4.1675716787576675,1.4090215116739273
0.8485916955323419,0.31474868849207693,4.174136906862259,1.4225782081484795
0.8476638813982467,0.31743898976753704,4.18094040453434,1.4362317770719528
0.8467311320622563,0.32012792657954114,4.18756003677845,1.4499061182141304
0.8458085210065392,0.322821260754525,4.193579636514187,1.4635210558772087
0.8448657129045232,0.32550747658529194,4.199832208454609,1.4772364050149918
0.8439177856054518,0.328192281465605,4.205900140106678,1.4909730032086372
0.8429646781476081,0.3308756583574992,4.211783044040203,1.5047310069203377
0.8419912119961352,0.333551600625574,4.217890590429306,1.5185950919985771
0.8410275666426723,0.3362320141874038,4.223401233553886,1.5323974564671516
0.8400585595137089,0.33891094407143796,4.228726074099541,1.5462217181921005
0.8390690266585675,0.3415822215370068,4.234270080924034,1.5601556897163391
0.8380891206239318,0.34425806981261964,4.239220932126045,1.574025273323059
0.8370885792062794,0.3469261164365801,4.244387313723564,1.5880070105195045
0.8360824471022484,0.3495924876912543,4.249363712966442,1.6020134091377258
0.8350857491590504,0.3522635231655432,4.2537505850195885,1.6159526705741882
0.8340682541289064,0.3549265271725802,4.258347615599632,1.630007766187191
0.8330449926085552,0.35758778426227106,4.2627537697553635,1.6440879851579666
0.8320159066068558,0.36024726913489397,4.266968742012978,1.6581934690475464
0.8309809384353957,0.36290495578378473,4.270992249250412,1.6723243594169617
0.8299249747067245,0.3655541858309671,4.27521563321352,1.6865781918168068
0.8288780762749839,0.3682081412406295,4.278853893280029,1.7007614076137543
0.8278251246381771,0.37086021615372466,4.2822998613119125,1.714970424771309
0.8267660634128717,0.3735103817853958,4.285553254187107,1.729205384850502
0.8256858048270304,0.37615176076819024,4.288999363780022,1.7435681894421577
0.8246143630532532,0.3787979645541171,4.291865311563015,1.7578564435243607
0.8235216259329228,0.38143521220423504,4.294920444488525,1.7722750008106232
0.8224375828784574,0.38407733065785316,4.2973979488015175,1.7866169661283493
0.8213321485030817,0.38671032059471866,4.300061106681824,1.8010916635394096
0.8202202878944912,0.3893411054187746,4.3025271743535995,1.8155951276421547
0.8191169392564646,0.39197682551966606,4.30441951751709,1.830018825829029
0.817992059344052,0.3946031531828322,4.306492291390896,1.8445788696408272
0.8168605942113725,0.39722717302608357,4.308367341756821,1.8591678589582443
0.8157224917535056,0.39984884952680405,4.310044504702091,1.8737858161330223
0.814577700302354,0.4024681465382922,4.311523601412773,1.888432815670967
0.8134261686342944,0.4050850272957638,4.312804475426674,1.903108835220337
0.8122678459777111,0.4076994544224143,4.31388695538044,1.9178138747811317
0.8111026820204126,0.4103113899355386,4.314770899713039,1.9325479716062546
0.8099306269169297,0.4129207952527082,4.3154562041163445,1.9473110660910606
