theta,I_n,I_u
0.5262167694762904,-0.13184373949194306,4.488104902092874
0.5406051143267957,-0.132981708319201,2.6910376098686775
0.5553850981628188,-0.13719495102720455,1.536912845598486
0.5714764912796615,-0.14499989846204742,0.9595025206157071
0.590341716414803,-0.15740534165806755,0.6361137094524699
0.6151741020235175,-0.18088366633277217,0.4479606975022411
0.6564240632390717,-0.19650268727100859,0.32839639093455053
0.7279300307200903,-0.1179038765605668,0.2616144964817305
0.7993694717661758,-0.06999891970663011,0.3101824932316071
0.870824963443113,0.013132202520228863,0.24112000974708261
0.9423806477018896,0.009964984478971973,0.19312504515265314
1.0141200941928068,-0.009268680385192393,0.15896604848910403
1.0861097593050164,-0.021766452852903247,0.13471860793176313
1.1583726189359638,-0.04908721758299868,0.13926354279378786
1.2308715044968408,-0.06289061168557888,0.1732082048534542
1.3035196230717783,-0.08935349266468108,0.18501016351668506
1.3762119963233532,-0.10894104159227329,0.24510170611269474
1.448869900710243,-0.12625176765300256,0.2651953337255477
1.521470676251843,-0.12588338493288184,0.3071150323576988
1.5940407986020677,-0.10589338091998707,0.2905227036165976
1.6666257952547943,-0.06228471086850939,0.24789892383704024
1.7392625769821342,-0.021936182004598705,0.1735948307292919
1.8119490603265427,0.014098284295690813,0.05493710345426448
1.8846247386846129,0.04591395779474836,0.02043637905584193
1.9571889802023417,0.06446048711385005,0.007309046418387477
2.0295438629049123,0.07129280720967099,0.008225891342235385
2.164248699890405,0.07596673755547999,0.028955119157961288
2.2358838201301108,0.06255368271932416,0.03429592366531522
2.3073773831907936,0.04961695989481129,0.03456611241755545
2.3788145423892635,0.04521977512966049,0.03556380496876195
2.450277783645509,0.040404040694992434,0.03714895730693898
2.5218505767268438,0.06032142222097628,0.03942081113643257
2.5936182989960868,0.061418559967627885,0.04286111388238453
2.665641394048362,0.07135128078780212,0.047691111357060334
2.73793591644492,0.09232672616549534,0.05561735428147904
2.8104583607142812,0.10553979549907623,0.06712632804125236
2.883116998560327,0.19515922864938254,0.08649288510995722
2.955808350782992,0.11630116212876453,0.12018469843475693
3.0284593712793093,0.07198661617651037,0.1573541901065845
3.101054280410044,0.048353713867552904,0.1832384572070104
3.1736239901252774,0.04776147629284021,0.19433503376475997
3.246213775921622,0.027720860934064454,0.17847132833455404
3.3188577293676564,0.00278307107657753,0.16094069505457928
3.3915472931611217,-0.08098007195726128,0.1317758444307383
3.4642152002583875,-0.10261219636706578,0.1101629319538529
3.5367588060408823,-0.10882875887218174,0.10120547649703733
3.5784475894349583,-0.1780477856121748,0.08009297996454233
3.6034721752344105,-0.2599442304651167,0.0794204039008406
3.6224438762331035,-0.37211765553843357,0.07483778751571456
3.6385977547336568,-0.49033736630274316,0.08626724567211592
3.653410952098109,-0.5852992235307366,0.07783653255170546
3.6678094230660836,-0.639850249613782,0.07029998125301148
3.682197767916589,-0.5880424918963709,0.07392321884181266
3.6969777517526117,-0.485892637029325,0.07333299045466361
3.7130691448694546,-0.35696923185386287,0.08565447262557586
3.731934370004596,-0.22639860056187183,0.09807736302422455
3.7567667556133104,-0.16586200105162205,0.11570265088010476
3.7980167168288648,-0.0759608300694732,0.14857542509278368
3.8695226843098833,-0.01992401137233642,0.12359804551719868
3.940962125355969,-0.03673974383288881,0.09613365413562808
4.012417617032906,-0.006765679235676952,0.07044831402930937
4.083973301291683,0.027280094879936743,0.08590171060178534
4.1557127477826,0.04392741712104308,0.08426061400191112
4.22770241289481,0.0520473988127777,0.08217129292198813
4.299965272525757,0.06446029797031173,0.09934966308567189
4.372464158086634,0.058439045546833865,0.1020731270701847
4.445112276661572,0.058170811517799896,0.11924902728719769
4.517804649913146,0.03378808869780765,0.14507666855771267
4.590462554300036,0.05392230912364592,0.1762103532065614
4.663063329841636,0.06595637921069768,0.17837519694531606
4.735633452191861,0.04396991154057104,0.17425275633779402
4.808218448844587,-0.03857807865049609,0.15949740378119998
4.880855230571927,-0.025386090451320953,0.12935519148675617
4.953541713916335,0.0156160032921103,0.09211883574701298
5.026217392274406,0.041297080241359356,0.05221177853087336
5.098781633792135,0.05249679499819801,0.026118927253135926
5.171136516494705,0.07727055815602529,0.040688983249099676
5.305841353480198,-0.0113503461932492,0.011711607318716018
5.377476473719904,-0.018502039981794782,0.01257012805607604
5.448970036780587,-0.019924982749363537,0.030023455884624465
5.520407195979057,-0.021678148515165887,0.038102142664312603
5.591870437235302,-0.023993803771357413,0.04724646807006542
5.663443230316637,-0.02703076533167568,0.03214109542057224
5.73521095258588,-0.03129390835628014,0.042546864222343814
5.807234047638155,-0.03803409636521268,0.05344112677107024
5.879528570034713,-0.05066872545572084,0.07898511389472554
5.952051014304074,-0.07905328548526949,0.09522507446598165
6.02470965215012,-0.12234476744504708,0.17145693965109632
6.097401004372785,-0.1458079256186305,0.22174191166068735
6.170052024869102,-0.1412659616642424,0.23879828744558748
6.242646933999837,-0.13618753879533088,0.22075657346101032
0.03203133653548436,-0.13611853478114566,0.25892114684518314
0.10462112233182877,-0.13538017977969274,0.24964823078333162
0.17726507577786316,-0.13764768515142345,0.28280461376449273
0.2499546395713286,-0.1453756612188065,0.3829716299606086
0.3226225466685942,-0.1548541553608332,0.4101027204679631
0.3951661524510892,-0.14999074261740605,0.3325343984854598
0.436854935845165,-0.15326891891876643,0.46918574871266955
0.46187952164461743,-0.15178720583082037,0.6520412661240473
0.4808512226433102,-0.14381165218760003,0.9568626258852074
0.49700510114386354,-0.13734633985206227,1.4951239961125986
6.809402076655877,-0.13184373949194306,4.488104902092874
