kx,ky,vx,vy
0.90924072265625,0.0,2.199527606368065,0.0
0.9092407209010704,0.007164019016338504,2.1995275989174843,0.0173303484916687
0.9091186243741686,0.01431765771952105,2.199232243001461,0.03463558480143547
0.9089964406437258,0.021471282298880182,2.1989366710186005,0.051940787583589554
0.9088641109972025,0.028624046898822125,2.1986165568232536,0.0692439079284668
0.9085072138684512,0.035757645065207774,2.1977531909942627,0.08650066703557968
0.9082619094365572,0.04290077650909405,2.19715978205204,0.10378048568964005
0.9078937870808395,0.05003339808049336,2.196269266307354,0.1210348829627037
0.9075140858687365,0.05716503517152394,2.195350728929043,0.13828689604997635
0.9070221768474721,0.0642870222024692,2.194160759449005,0.15551555901765823
0.9064158702881913,0.07139909409962969,2.1926940605044365,0.17272024229168892
0.9059111772598087,0.07851995607472041,2.191473163664341,0.18994618952274323
0.9051768075989831,0.08562078475887437,2.189696665853262,0.20712367445230484
0.9045461665968539,0.09273062516709753,2.188171088695526,0.22432295978069305
0.9037976315121498,0.09983004814933452,2.1863603219389915,0.24149704724550247
0.9029287997280364,0.10691866696574338,2.1842585504055023,0.2586449906229973
0.9020491348487341,0.11400610846848765,2.1821305714547634,0.27579008787870407
0.9011582225695417,0.12109233411992847,2.179975375533104,0.29293224960565567
0.9001518281050321,0.1281678131064438,2.177540823817253,0.3100484125316143
0.8991250402726405,0.13524105269700573,2.1750569492578506,0.327159158885479
0.898098290901374,0.1423139352542365,2.1725731641054153,0.3442690372467041
0.8969403834103747,0.1493740818194142,2.169772081077099,0.36134811490774155
0.8956645532591321,0.1564223484849973,2.166685748845339,0.37839844077825546
0.8944745297909114,0.16347804437551866,2.163806974887848,0.39546674489974976
0.89316493618849,0.17052134782762482,2.160638965666294,0.412505067884922
0.8917242512615922,0.17752911039403602,2.157153829932213,0.429457426071167
0.890367120818126,0.1845611489311295,2.153870828449726,0.4464685022830963
0.8888066719489631,0.1915368310771818,2.150095969438553,0.4633432440459728
0.8873282324659522,0.19853660678181106,2.146519497036934,0.48027627170085907
0.8857150071269339,0.20549867707779035,2.142616979777813,0.4971180930733681
0.8840866015895718,0.2124571405717394,2.1386777348816395,0.5139511860907078
0.8824122629005122,0.21940307172243834,2.1346273720264435,0.530753955245018
0.8806599862531208,0.2263268408513666,2.130388468503952,0.5475031211972237
0.8788598816858405,0.233237048635761,2.1260338723659515,0.5642194822430611
0.877011777348359,0.24013343058705602,2.121563158929348,0.5809023901820183
0.8750812778537524,0.24700534789794285,2.116893120110035,0.5975261256098747
0.8731008334104323,0.25386222546924864,2.112102258950472,0.6141134649515152
0.8710987623756202,0.26071270558670306,2.1072590947151184,0.6306853368878365
0.8690483676287714,0.26754840257472573,2.1022990196943283,0.6472214534878731
0.8668799746068668,0.2743467330809881,2.097053501754999,0.6636671647429466
0.8647106294279112,0.28114453981539395,2.091805674135685,0.6801116168498993
0.8624688031604577,0.2879186529127091,2.0863825120031834,0.6964987516403198
0.8602242044301819,0.2946918424709928,2.0809526443481445,0.7128836438059807
0.8578506872159606,0.3014216268637719,2.0752109065651894,0.7291635498404503
0.8554276810754737,0.3081338283703065,2.0693494640290737,0.7454009130597115
0.852975472581373,0.3148352189571068,2.0634173713624477,0.7616121210157871
0.8504931654026848,0.3215253788357048,2.0574124678969383,0.7777961641550064
0.847963821672014,0.32819818910624377,2.0512937754392624,0.7939382381737232
0.8453127222713318,0.33482626499581836,2.044880550354719,0.8099720999598503
0.8427203765682858,0.3414744680236995,2.038609452545643,0.826054647564888
0.8399872364805449,0.3480696050997077,2.0319977663457394,0.8420088179409504
0.8372195152727244,0.35465003176948334,2.0253024213016033,0.8579274043440819
0.8344163549963483,0.36121530849557393,2.0185213461518288,0.8738093487918377
0.8315769317673698,0.3677649285730477,2.0116525515913963,0.8896534144878387
0.8287003954500815,0.3742984412867743,2.004693977534771,0.9054585173726082
0.8256629994854655,0.3807652055059769,1.9973462708294392,0.9211021438241005
0.8227097810405972,0.38726406921279194,1.9902021884918213,0.9368234276771545
0.8195941114646121,0.39369327530248305,1.982665129005909,0.9523762054741383
0.8164497778191997,0.4001073213597303,1.9750587306916714,0.967892300337553
0.8133641866419324,0.4065443566121626,1.967594437301159,0.9834640175104141
0.8101254768320749,0.41291223192517656,1.9597597271203995,0.998868428170681
0.8068442987191334,0.4192581176497389,1.9518223032355309,1.0142196491360664
0.8035199912230466,0.42558130008353906,1.9437805190682411,1.0295159444212914
0.8001518659869253,0.4318811305365573,1.9356327503919601,1.0447557419538498
0.7967392952660529,0.43815687358328526,1.927377462387085,1.0599372833967209
0.7932816210010405,0.444407863328605,1.9190130606293678,1.075058937072754
0.7897782506478658,0.45063334308504766,1.9105381220579147,1.0901188775897026
0.7862285583399977,0.45683262958485654,1.901951126754284,1.105115458369255
0.7825238010005785,0.46294922425039814,1.8929890282452106,1.119912002235651
0.7788801915102304,0.46909270953167254,1.8841748349368572,1.1347735971212387
0.7751744249594332,0.47519990987217964,1.875210277736187,1.1495474129915237
0.7714344453895172,0.4812851609938352,1.8661629632115364,1.1642681322991848
0.7676456568565363,0.4873401281767846,1.8569975718855858,1.178915597498417
0.7638075519633747,0.493364073563507,1.8477128818631172,1.193488009274006
0.7599197686121127,0.4993560715707319,1.8383080139756203,1.2079831436276436
0.7559819084474961,0.5053152754418816,1.8287820145487785,1.2223989367485046
0.751993663770063,0.511240738623149,1.8191341236233711,1.2367331236600876
0.7479546869680214,0.5171315972476391,1.8093635067343712,1.2509835958480835
0.7438646542435347,0.5229869797399908,1.7994693890213966,1.2651482373476028
